,episodes,sfw,start_year,episode_duration,total_duration,synopsis_char_count,title_char_count,start_date_day_of_year,end_date_day_of_year,broadcast_time,is_Action,is_Adventure,is_Drama,is_Fantasy,is_Sci-Fi,is_Suspense,is_Supernatural,is_Award Winning,is_Romance,is_Comedy,is_Sports,is_Slice of Life,is_Mystery,is_Avant Garde,is_Horror,is_Ecchi,is_Gourmet,is_Boys Love,is_Girls Love,is_Hentai,is_Erotica,is_Shounen,is_Seinen,is_Shoujo,is_Josei,is_Kids,score
3633,100.0,1,2001.0,1440.0,144000.0,326,14,279.0,270.0,1170.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86
3635,13.0,1,2017.0,1440.0,18720.0,352,20,280.0,364.0,1410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16
3637,12.0,1,2012.0,1470.0,17640.0,807,45,279.0,356.0,1380.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.46
3642,12.0,1,2005.0,1462.0,17544.0,365,6,284.0,361.0,120.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8100000000000005
3651,13.0,1,2009.0,1450.0,18850.0,897,8,187.0,271.0,90.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.86
3654,11.0,1,2015.0,1390.0,15290.0,1185,28,184.0,261.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59
3663,12.0,1,2017.0,1380.0,16560.0,285,19,186.0,263.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.67
3665,12.0,1,2022.0,240.0,2880.0,670,17,103.0,180.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35
3669,12.0,1,2016.0,1420.0,17040.0,808,13,280.0,364.0,95.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.78
3673,13.0,1,2014.0,1440.0,18720.0,413,9,5.0,89.0,1320.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68
3675,61.0,1,1992.0,1476.0,90036.0,538,19,276.0,337.0,1080.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.51
3677,13.0,1,2001.0,1550.0,20150.0,892,24,185.0,269.0,1110.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78
3689,26.0,1,1969.0,1612.0,41912.0,1233,20,96.0,271.0,1170.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.22
3691,12.0,1,2016.0,540.0,6480.0,1190,20,101.0,178.0,1335.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.14
3692,26.0,1,2002.0,1440.0,37440.0,498,14,279.0,90.0,570.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29
3694,12.0,1,2019.0,720.0,8640.0,1045,19,7.0,84.0,30.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.58
3695,40.0,1,1993.0,1500.0,60000.0,260,37,17.0,353.0,1170.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57
3702,13.0,1,2020.0,1440.0,18720.0,1056,47,277.0,361.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
3707,12.0,1,2019.0,1416.0,16992.0,1509,26,98.0,175.0,30.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.73
3708,12.0,1,2018.0,1430.0,17160.0,1259,32,191.0,268.0,130.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74
3720,34.0,1,1988.0,1450.0,49300.0,315,20,56.0,319.0,1140.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.39
3721,10.0,1,2019.0,900.0,9000.0,320,15,21.0,84.0,30.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66
3724,25.0,1,2009.0,1260.0,31500.0,865,19,276.0,86.0,570.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.63
3725,26.0,1,2019.0,1420.0,36920.0,503,43,92.0,274.0,1380.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58
3727,26.0,1,2010.0,1473.0,38298.0,1214,7,91.0,266.0,1080.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.82
3728,12.0,1,2021.0,1420.0,17040.0,1324,71,97.0,174.0,1350.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47
3730,10.0,1,2021.0,1511.0,15110.0,800,26,195.0,258.0,1410.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.53
3738,12.0,1,2011.0,1500.0,18000.0,335,26,190.0,267.0,65.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.54
3741,25.0,1,2017.0,1470.0,36750.0,37,32,98.0,266.0,1055.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.06
3743,38.0,1,1989.0,1462.0,55556.0,577,20,96.0,25.0,1140.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2
3748,26.0,1,1996.0,1470.0,38220.0,728,21,95.0,277.0,1080.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35
3751,26.0,1,2002.0,1440.0,37440.0,604,8,97.0,272.0,570.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.93
3759,243.0,1,1981.0,1500.0,364500.0,248,21,98.0,50.0,1140.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.16
3760,12.0,1,2013.0,1450.0,17400.0,1030,21,11.0,88.0,85.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
3762,12.0,1,2016.0,1420.0,17040.0,252,15,277.0,354.0,1350.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85
3766,48.0,1,2012.0,1485.0,71280.0,1002,14,36.0,27.0,510.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.75
3768,26.0,1,1999.0,1500.0,39000.0,409,29,281.0,91.0,1110.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7.38
3776,13.0,1,1998.0,1440.0,18720.0,398,16,93.0,177.0,35.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.29
3779,26.0,1,2008.0,1354.0,35204.0,1525,22,100.0,275.0,59.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11
3782,12.0,1,2013.0,1382.0,16584.0,589,24,186.0,284.0,163.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78
3790,12.0,1,2019.0,750.0,9000.0,605,13,183.0,260.0,1380.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.43
3791,13.0,1,2015.0,1450.0,18850.0,1372,34,277.0,361.0,1380.0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
3792,26.0,1,1978.0,1440.0,37440.0,500,21,287.0,97.0,1140.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45
3793,45.0,1,1993.0,1440.0,64800.0,723,9,101.0,65.0,510.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22
3795,24.0,1,2019.0,1429.0,34296.0,1066,15,188.0,356.0,1350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93
3799,13.0,1,2021.0,1432.0,18616.0,971,27,184.0,268.0,1410.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62
3800,48.0,1,1987.0,1440.0,69120.0,330,25,11.0,361.0,1170.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
3802,12.0,1,2019.0,1380.0,16560.0,1002,39,278.0,362.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74
3807,12.0,1,2017.0,120.0,1440.0,691,11,8.0,85.0,1345.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62
3809,40.0,1,2004.0,560.0,22400.0,515,22,100.0,63.0,1100.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08
3812,39.0,1,2000.0,240.0,9360.0,422,19,3.0,362.0,1253.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.26
3816,12.0,1,2016.0,1470.0,17640.0,963,14,187.0,271.0,1380.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68
3835,13.0,1,2010.0,1380.0,17940.0,799,20,96.0,180.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85
3844,26.0,1,2017.0,213.0,5538.0,788,39,98.0,273.0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15
3848,12.0,1,2017.0,1440.0,17280.0,357,37,8.0,85.0,149.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58
3853,12.0,1,2021.0,1440.0,17280.0,895,30,13.0,90.0,1410.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.33
3856,12.0,1,2016.0,1420.0,17040.0,1385,13,192.0,269.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48
3857,12.0,1,2008.0,1530.0,18360.0,996,13,191.0,268.0,120.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.73
3863,30.0,1,2010.0,1500.0,45000.0,1188,17,187.0,67.0,1167.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.67
3865,12.0,1,2020.0,1452.0,17424.0,1023,4,11.0,88.0,1380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79
3867,13.0,1,2017.0,1380.0,17940.0,876,26,4.0,88.0,1350.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.51
3875,49.0,1,2018.0,1410.0,69090.0,919,31,278.0,270.0,1075.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85
3876,26.0,1,2004.0,1440.0,37440.0,437,41,280.0,89.0,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.01
3881,13.0,1,2021.0,1427.0,18551.0,974,8,96.0,180.0,119.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61
3887,11.0,1,2019.0,1430.0,15730.0,950,22,277.0,347.0,1350.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77
3888,11.0,1,2006.0,1355.0,14905.0,427,12,286.0,356.0,45.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.01
3889,12.0,1,2021.0,1420.0,17040.0,959,15,4.0,81.0,1410.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.59
3891,21.0,1,1987.0,1410.0,29610.0,352,11,294.0,83.0,1170.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5
3892,26.0,1,2018.0,1440.0,37440.0,1210,23,98.0,273.0,30.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44
3893,12.0,1,2011.0,1470.0,17640.0,701,12,184.0,259.0,148.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
3898,9.0,1,2002.0,1440.0,12960.0,1279,14,34.0,90.0,570.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17
3900,13.0,1,2018.0,1450.0,18850.0,1155,28,273.0,357.0,1350.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83
3901,13.0,1,1999.0,1530.0,19890.0,533,11,189.0,280.0,1140.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98
3913,48.0,1,1998.0,434.0,20832.0,278,48,96.0,88.0,1140.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
3914,12.0,1,2015.0,210.0,2520.0,592,9,191.0,268.0,60.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51
3917,12.0,1,2016.0,180.0,2160.0,567,15,278.0,355.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7
3927,13.0,1,2021.0,1415.0,18395.0,353,13,91.0,175.0,1350.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66
3928,13.0,1,2000.0,1440.0,18720.0,328,24,26.0,110.0,1140.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12
3931,12.0,1,2017.0,1420.0,17040.0,941,33,280.0,357.0,1200.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.65
3934,49.0,1,1980.0,1541.0,75509.0,225,20,6.0,363.0,1170.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27
3941,12.0,1,2020.0,1427.0,17124.0,1057,8,8.0,106.0,1350.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73
3942,12.0,1,2016.0,210.0,2520.0,1018,21,8.0,85.0,60.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58
3943,50.0,1,2018.0,1435.0,71750.0,865,48,98.0,90.0,510.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.27
3950,52.0,1,2005.0,1460.0,75920.0,208,16,93.0,85.0,570.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23
3955,12.0,1,2019.0,1420.0,17040.0,791,20,276.0,353.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7
3958,12.0,1,2016.0,1422.0,17064.0,1029,24,282.0,359.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68
3969,39.0,1,2009.0,1220.0,47580.0,66,36,95.0,361.0,1170.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63
3974,52.0,1,1983.0,1440.0,74880.0,452,27,182.0,181.0,1080.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.24
3976,12.0,1,2021.0,90.0,1080.0,443,13,183.0,261.0,110.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.01
3977,24.0,1,2016.0,1440.0,34560.0,1015,43,93.0,268.0,1050.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49
3982,74.0,1,1997.0,1500.0,111000.0,559,9,330.0,265.0,1140.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.99
3984,24.0,1,2010.0,1440.0,34560.0,1224,16,10.0,171.0,208.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.37
3985,39.0,1,2012.0,1460.0,56940.0,728,38,99.0,2.0,600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.79
3986,12.0,1,2018.0,1415.0,16980.0,1218,16,92.0,169.0,1320.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64
3991,32.0,1,2000.0,1397.0,44704.0,1173,9,36.0,267.0,1108.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.95
3999,12.0,1,2017.0,1500.0,18000.0,324,19,105.0,189.0,1380.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.83
4001,14.0,1,2013.0,1320.0,18480.0,270,40,17.0,108.0,1140.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.65
4002,12.0,1,2022.0,1412.0,16944.0,998,34,9.0,93.0,120.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77
4004,38.0,1,2016.0,1404.0,53352.0,614,12,276.0,183.0,150.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.94
4008,51.0,1,2017.0,1440.0,73440.0,460,18,93.0,85.0,1075.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.92
4014,50.0,1,2016.0,1450.0,72500.0,839,20,38.0,29.0,510.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.21
4017,12.0,1,2016.0,1440.0,17280.0,691,7,96.0,173.0,125.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.32
4021,26.0,1,1998.0,1352.0,35152.0,628,13,93.0,268.0,1110.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.01
4022,12.0,1,1997.0,1440.0,17280.0,254,25,275.0,359.0,105.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01
4026,10.0,1,2017.0,1420.0,14200.0,598,15,193.0,256.0,1380.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.29
4027,13.0,1,2019.0,1470.0,19110.0,1024,8,187.0,270.0,115.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69
4028,78.0,1,2003.0,1460.0,113880.0,355,7,96.0,88.0,510.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.51
4032,51.0,1,2002.0,1440.0,73440.0,899,17,9.0,359.0,1080.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.91
4034,13.0,1,2008.0,1440.0,18720.0,846,38,277.0,361.0,88.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13
4037,10.0,1,2011.0,1503.0,15030.0,674,9,115.0,126.0,1375.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89
4038,12.0,1,2019.0,1440.0,17280.0,759,26,13.0,90.0,1350.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85
4043,12.0,1,2019.0,1420.0,17040.0,1266,65,276.0,353.0,1260.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36
4050,12.0,1,2014.0,1440.0,17280.0,893,26,283.0,360.0,106.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.45
4054,13.0,1,2016.0,1440.0,18720.0,524,23,188.0,272.0,1380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91
4060,12.0,1,2005.0,1440.0,17280.0,426,31,98.0,182.0,30.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.53
4071,12.0,1,2018.0,1440.0,17280.0,945,13,6.0,83.0,1320.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
4073,46.0,1,2021.0,1457.0,67022.0,801,23,59.0,30.0,510.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.34
4074,12.0,1,2017.0,1450.0,17400.0,922,16,97.0,174.0,118.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45
4077,13.0,1,2000.0,1409.0,18317.0,456,12,117.0,201.0,1110.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85
4078,12.0,1,2015.0,1470.0,17640.0,1012,13,11.0,88.0,118.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59
4080,45.0,1,1983.0,1462.0,65790.0,850,12,99.0,56.0,1140.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.17
4086,12.0,1,2007.0,822.0,9864.0,631,11,185.0,262.0,90.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76
4087,26.0,1,2018.0,1412.0,36712.0,1029,30,96.0,271.0,1075.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68
4090,12.0,1,2016.0,1440.0,17280.0,1024,17,7.0,91.0,1290.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.5600000000000005
4106,12.0,1,2020.0,1420.0,17040.0,974,44,11.0,88.0,1260.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.66
4109,12.0,1,2015.0,1380.0,16560.0,797,35,190.0,267.0,30.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34
4112,12.0,1,1994.0,1380.0,16560.0,536,4,280.0,357.0,1050.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65
4114,12.0,1,2021.0,1451.0,17412.0,828,88,4.0,81.0,1320.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34
4119,26.0,1,1998.0,1500.0,39000.0,305,41,98.0,287.0,1080.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19
4121,24.0,1,2021.0,1380.0,33120.0,575,17,290.0,86.0,55.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.18
4133,12.0,1,2016.0,210.0,2520.0,1042,24,187.0,264.0,1375.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.53
4134,26.0,1,1995.0,1380.0,35880.0,1304,24,279.0,89.0,1110.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94
4135,12.0,1,2021.0,1545.0,18540.0,1057,25,185.0,262.0,1290.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34
4137,13.0,1,2001.0,1560.0,20280.0,1006,21,9.0,86.0,1080.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
4139,12.0,1,2021.0,1467.0,17604.0,1154,32,9.0,86.0,145.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3
4141,12.0,1,2021.0,1419.0,17028.0,459,56,188.0,265.0,1320.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49
4143,12.0,1,2016.0,1465.0,17580.0,739,7,183.0,260.0,1350.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.3
4148,48.0,1,2008.0,1440.0,69120.0,844,20,34.0,25.0,510.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.18
4149,41.0,1,1995.0,1440.0,59040.0,672,2,152.0,81.0,1140.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.25
4154,52.0,1,2004.0,1380.0,71760.0,722,14,274.0,272.0,1110.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.96
4155,11.0,1,2020.0,1387.0,15257.0,495,39,10.0,80.0,55.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95
4156,26.0,1,1998.0,1500.0,39000.0,505,18,184.0,359.0,75.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.09
