,episodes,sfw,start_year,episode_duration,total_duration,synopsis_char_count,title_char_count,start_date_day_of_year,end_date_day_of_year,broadcast_time,is_Action,is_Adventure,is_Drama,is_Fantasy,is_Sci-Fi,is_Suspense,is_Supernatural,is_Award Winning,is_Romance,is_Comedy,is_Sports,is_Slice of Life,is_Mystery,is_Avant Garde,is_Horror,is_Ecchi,is_Gourmet,is_Boys Love,is_Girls Love,is_Hentai,is_Erotica,is_Shounen,is_Seinen,is_Shoujo,is_Josei,is_Kids,score
1108,12.0,1,2016.0,1449.0,17388.0,864,9,190.0,267.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.37
1113,51.0,1,2007.0,1479.0,75429.0,1131,12,279.0,271.0,570.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.4
1115,13.0,1,2014.0,210.0,2730.0,867,41,276.0,360.0,60.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.31
1116,12.0,1,2022.0,1452.0,17424.0,753,39,11.0,88.0,1350.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42
1117,12.0,1,2004.0,1440.0,17280.0,1067,12,282.0,359.0,115.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.41
1123,13.0,1,2013.0,1440.0,18720.0,1141,67,186.0,270.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.23
1124,24.0,1,2017.0,1451.0,34824.0,1276,32,98.0,273.0,115.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43
1125,25.0,1,2009.0,1254.0,31350.0,384,11,276.0,86.0,1375.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.63
1127,12.0,1,2015.0,1420.0,17040.0,880,50,281.0,358.0,30.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42
1129,8.0,1,2019.0,2750.0,22000.0,742,13,298.0,347.0,55.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46
1132,150.0,1,2003.0,1380.0,207000.0,481,22,96.0,85.0,540.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.54
1133,12.0,1,2020.0,1477.0,17724.0,872,17,11.0,88.0,145.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.59
1134,22.0,1,2018.0,1500.0,33000.0,865,33,7.0,161.0,450.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.65
1139,25.0,1,2012.0,1420.0,35500.0,1320,16,190.0,358.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
1140,24.0,1,2012.0,1440.0,34560.0,1250,11,98.0,266.0,30.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24
1143,12.0,1,2022.0,1420.0,17040.0,833,30,98.0,175.0,1290.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.53
1148,12.0,1,2021.0,1467.0,17604.0,1086,14,93.0,170.0,145.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.55
1149,24.0,1,2018.0,1410.0,33840.0,1153,13,278.0,88.0,1320.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.57
1151,23.0,1,2005.0,1440.0,33120.0,948,14,280.0,90.0,85.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.34
1152,13.0,1,2016.0,1420.0,18460.0,929,7,279.0,363.0,180.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33
1153,12.0,1,2019.0,1466.0,17592.0,803,59,194.0,271.0,30.0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23
1156,12.0,1,2016.0,1440.0,17280.0,948,37,188.0,265.0,1380.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52
1160,12.0,1,2010.0,1470.0,17640.0,954,14,5.0,82.0,90.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54
1161,12.0,1,2018.0,1420.0,17040.0,1090,20,107.0,184.0,1380.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.26
1162,12.0,1,2022.0,1437.0,17244.0,741,23,92.0,169.0,145.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4
1163,12.0,1,2017.0,1430.0,17160.0,802,15,185.0,262.0,95.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.38
1174,11.0,1,2020.0,1560.0,17160.0,1116,13,4.0,81.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.25
1178,154.0,1,2008.0,1440.0,221760.0,913,14,93.0,89.0,1080.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.42
1181,26.0,1,1997.0,1380.0,35880.0,934,11,94.0,269.0,1110.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.81
1184,26.0,1,2008.0,1499.0,38974.0,916,24,278.0,94.0,1020.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62
1189,12.0,1,2017.0,1420.0,17040.0,679,21,281.0,358.0,1410.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.33
1190,13.0,1,1999.0,1500.0,19500.0,1238,21,287.0,20.0,1140.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63
1193,12.0,1,2017.0,1416.0,16992.0,801,20,281.0,358.0,1350.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
1196,13.0,1,2016.0,1440.0,18720.0,1097,21,184.0,268.0,1350.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39
1198,11.0,1,2009.0,1380.0,15180.0,911,15,288.0,358.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.93
1200,12.0,1,2020.0,1470.0,17640.0,1273,20,193.0,270.0,85.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2
1203,26.0,1,2018.0,1420.0,36920.0,1354,21,92.0,267.0,1350.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.52
1204,12.0,1,2018.0,1500.0,18000.0,1214,45,93.0,177.0,1260.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74
1209,13.0,1,2016.0,1420.0,18460.0,510,13,275.0,359.0,1410.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42
1211,13.0,1,2015.0,210.0,2730.0,663,51,93.0,177.0,60.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.33
1212,25.0,1,2017.0,1430.0,35750.0,931,31,10.0,178.0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.66
1213,11.0,1,2016.0,1365.0,15015.0,1043,11,288.0,358.0,55.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62
1216,12.0,1,2017.0,1433.0,17196.0,805,22,95.0,172.0,125.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47
1228,25.0,1,2014.0,1380.0,34500.0,1151,35,278.0,88.0,90.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39
1229,12.0,1,2019.0,1469.0,17628.0,754,11,9.0,86.0,150.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2
1231,12.0,1,2022.0,1419.0,17028.0,783,46,93.0,170.0,1320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37
1238,14.0,1,2009.0,1470.0,20580.0,624,33,142.0,254.0,40.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22
1239,147.0,1,2011.0,1410.0,207270.0,942,6,93.0,89.0,540.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.52
1242,12.0,1,2005.0,1440.0,17280.0,816,3,7.0,84.0,30.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28
1244,33.0,1,1995.0,1410.0,46530.0,1118,17,15.0,351.0,1170.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34
1248,12.0,1,2016.0,1440.0,17280.0,1192,56,193.0,270.0,1380.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.26
1249,13.0,1,2020.0,1400.0,18200.0,1032,42,278.0,362.0,30.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29
1250,12.0,1,2019.0,1440.0,17280.0,940,25,184.0,261.0,1350.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.27
1256,12.0,1,2011.0,1440.0,17280.0,1069,28,280.0,357.0,115.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.19
1257,10.0,1,2014.0,1680.0,16800.0,581,14,102.0,165.0,95.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
1259,13.0,1,2018.0,1420.0,18460.0,1347,39,279.0,363.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.41
1261,26.0,1,2007.0,1380.0,35880.0,791,10,92.0,274.0,90.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53
1262,12.0,1,2012.0,1440.0,17280.0,793,19,285.0,362.0,95.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.41
1264,21.0,1,2019.0,1470.0,30870.0,600,18,275.0,57.0,1165.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58
1266,12.0,1,2010.0,1380.0,16560.0,835,13,106.0,183.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.79
1267,12.0,1,2011.0,1467.0,17604.0,974,18,107.0,184.0,60.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.17
1268,12.0,1,2019.0,779.0,9348.0,688,14,96.0,173.0,115.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.39
1273,11.0,1,2022.0,1430.0,15730.0,1135,19,99.0,169.0,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.94
1274,50.0,1,2012.0,1440.0,72000.0,833,14,96.0,87.0,1050.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.91
1275,13.0,1,2015.0,1435.0,18655.0,1015,9,193.0,86.0,1350.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22
1276,96.0,1,1986.0,1545.0,148320.0,1056,13,85.0,62.0,1170.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.19
1278,12.0,1,2017.0,1420.0,17040.0,968,14,277.0,354.0,1200.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.51
1279,51.0,1,1987.0,1500.0,76500.0,744,11,96.0,88.0,1140.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.92
1280,12.0,1,2021.0,1427.0,17124.0,1025,22,192.0,290.0,1140.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
1282,12.0,1,2013.0,1500.0,18000.0,1275,11,96.0,173.0,90.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17
1285,93.0,1,2013.0,1425.0,132525.0,1343,10,290.0,295.0,1140.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.33
1295,26.0,1,1999.0,1470.0,38220.0,745,35,281.0,91.0,105.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.49
1298,11.0,1,2019.0,1375.0,15125.0,954,10,102.0,172.0,55.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
1300,24.0,1,2015.0,1500.0,36000.0,424,16,275.0,78.0,89.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.91
1301,12.0,1,2014.0,1440.0,17280.0,343,12,189.0,266.0,125.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36
1302,12.0,1,2014.0,1440.0,17280.0,1293,17,100.0,177.0,65.0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24
1304,25.0,1,2010.0,1254.0,31350.0,1000,19,276.0,85.0,10.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.74
1311,26.0,1,2004.0,1500.0,39000.0,555,18,94.0,283.0,1140.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.45
1313,12.0,1,2018.0,1446.0,17352.0,727,16,12.0,89.0,118.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47
1317,24.0,1,2021.0,1417.0,34008.0,1134,23,190.0,351.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51
1320,12.0,1,2018.0,1450.0,17400.0,824,35,103.0,199.0,1230.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58
1326,13.0,1,2016.0,1440.0,18720.0,885,46,95.0,179.0,1380.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.74
1328,8.0,1,2021.0,1432.0,11456.0,799,17,9.0,58.0,1410.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.34
1330,12.0,1,2017.0,1375.0,16500.0,891,14,13.0,90.0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.18
1332,12.0,1,2020.0,1490.0,17880.0,525,33,284.0,361.0,1290.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94
1335,12.0,1,2016.0,1420.0,17040.0,1261,27,192.0,269.0,1380.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25
1336,13.0,1,2008.0,1452.0,18876.0,895,10,6.0,90.0,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
1340,12.0,1,2013.0,1380.0,16560.0,879,27,188.0,265.0,90.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31
1344,49.0,1,1994.0,1440.0,70560.0,1139,23,91.0,90.0,1020.0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56
1346,23.0,1,1971.0,1500.0,34500.0,579,9,297.0,86.0,1170.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.64
1349,12.0,1,2021.0,1380.0,16560.0,899,17,275.0,352.0,83.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.66
1352,13.0,1,2021.0,1440.0,18720.0,845,40,185.0,269.0,90.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23
1355,12.0,1,2018.0,1420.0,17040.0,824,23,187.0,264.0,1320.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.45
1357,13.0,1,2009.0,1449.0,18837.0,852,16,5.0,89.0,90.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56
1361,26.0,1,2004.0,1435.0,37310.0,305,8,275.0,91.0,90.0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.43
1362,24.0,1,2007.0,1449.0,34776.0,736,14,103.0,264.0,90.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19
1363,12.0,1,2013.0,1460.0,17520.0,1005,33,281.0,358.0,175.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.36
1375,51.0,1,2008.0,1440.0,73440.0,907,18,278.0,268.0,570.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.41
1377,104.0,1,2008.0,180.0,18720.0,600,16,91.0,269.0,400.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.68
1378,12.0,1,2017.0,1440.0,17280.0,871,18,189.0,266.0,90.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.33
1379,24.0,1,2018.0,1365.0,32760.0,609,17,94.0,262.0,89.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.15
1380,13.0,1,2016.0,1440.0,18720.0,1082,21,180.0,264.0,1410.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42
1381,13.0,1,2010.0,1464.0,19032.0,832,19,278.0,362.0,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.44
1382,12.0,1,2017.0,1460.0,17520.0,1071,45,94.0,171.0,1230.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15
1387,12.0,1,2018.0,720.0,8640.0,446,13,7.0,84.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28
1389,25.0,1,2017.0,1424.0,35600.0,1275,14,183.0,365.0,0.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18
1391,13.0,1,2021.0,1464.0,19032.0,1399,15,185.0,269.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.78
1395,50.0,1,2000.0,1500.0,75000.0,1003,20,93.0,84.0,540.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.23
1396,12.0,1,2013.0,1440.0,17280.0,745,30,103.0,180.0,1350.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18
1398,24.0,1,2016.0,780.0,18720.0,855,12,10.0,178.0,1320.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.29
1401,24.0,1,2007.0,1440.0,34560.0,675,15,97.0,265.0,1080.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9
1403,12.0,1,2012.0,1420.0,17040.0,866,28,11.0,88.0,90.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28
1407,12.0,1,2018.0,1420.0,17040.0,982,11,95.0,172.0,1380.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39
1408,13.0,1,2012.0,1370.0,17810.0,369,39,96.0,180.0,89.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.77
1411,12.0,1,2018.0,1420.0,17040.0,1310,22,12.0,89.0,1350.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38
1414,26.0,1,1978.0,1740.0,45240.0,890,19,94.0,304.0,1170.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09
1416,13.0,1,2013.0,1467.0,19071.0,1029,8,186.0,270.0,125.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32
1417,26.0,1,2006.0,1440.0,37440.0,1054,12,278.0,88.0,60.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.31
1420,12.0,1,2018.0,1444.0,17328.0,1226,29,194.0,271.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65
1422,22.0,1,2012.0,1380.0,30360.0,1116,14,286.0,81.0,75.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32
1424,24.0,1,2018.0,180.0,4320.0,289,31,190.0,351.0,1314.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74
1425,10.0,1,2013.0,1480.0,14800.0,1068,76,283.0,346.0,60.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18
1428,13.0,1,2019.0,1420.0,18460.0,659,58,188.0,272.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38
1429,13.0,1,2017.0,1420.0,18460.0,50,38,8.0,119.0,1380.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32
1430,12.0,1,2015.0,1430.0,17160.0,958,21,96.0,173.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.51
1432,12.0,1,2017.0,1428.0,17136.0,1364,13,278.0,362.0,1260.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25
1433,12.0,1,2009.0,1420.0,17040.0,674,24,10.0,87.0,130.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72
1435,12.0,1,2009.0,1422.0,17064.0,1057,14,92.0,169.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35
1436,12.0,1,2021.0,1375.0,16500.0,1088,9,99.0,176.0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55
1437,13.0,1,2021.0,1435.0,18655.0,755,38,5.0,89.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02
1438,26.0,1,2006.0,1539.0,40014.0,967,13,185.0,360.0,120.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.27
1439,12.0,1,2019.0,1440.0,17280.0,369,15,11.0,88.0,1290.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19
1441,10.0,1,2014.0,1420.0,14200.0,852,12,191.0,254.0,65.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.22
1449,24.0,1,2005.0,1510.0,36240.0,1077,27,285.0,88.0,90.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58
1454,12.0,1,2019.0,1420.0,17040.0,529,30,8.0,85.0,1320.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.31
1456,24.0,1,2005.0,1440.0,34560.0,1272,13,119.0,301.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
1457,12.0,1,2015.0,1442.0,17304.0,813,19,190.0,267.0,134.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.13
1459,25.0,1,2021.0,1400.0,35000.0,923,10,101.0,276.0,55.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.32
1462,13.0,1,2017.0,1420.0,18460.0,237,30,281.0,365.0,60.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.88
1463,12.0,1,2017.0,210.0,2520.0,520,29,97.0,174.0,1315.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48
1465,12.0,1,2022.0,1450.0,17400.0,317,7,96.0,173.0,1410.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6
1466,11.0,1,2021.0,1380.0,15180.0,1064,16,259.0,329.0,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77
